date,region,sales_rep,product,deal_stage,deal_size,units_sold,unit_price,revenue,month,month_name,quarter,day_of_week,is_won,revenue_per_unit
2023-11-02,South,David,Software Liscense,Closed Lost,Small,6,10671.74,0.0,11,Nov,4,Thursday,0,0.0
2023-11-13,North,Grace,Training,Closed Won,Large,3,7160.48,21481.44,11,Nov,4,Monday,1,7160.48
2023-04-26,East,David,Training,Closed Lost,Small,3,1298.97,0.0,4,Apr,2,Wednesday,0,0.0
2023-09-25,Unknown,Carol,Consulting,Closed Won,Small,18,6689.97,120419.46,9,Sep,3,Monday,1,6689.97
2023-07-14,North,Carol,Consulting,Closed Won,Small,11,7300.86,80309.46,7,Jul,3,Friday,1,7300.86
2023-08-19,West,David,Training,Closed Lost,Large,5,13964.06,0.0,8,Aug,3,Saturday,0,0.0
2023-08-15,East,Carol,Training,Closed Won,Medium,19,9795.75,186119.25,8,Aug,3,Tuesday,1,9795.75
2023-06-02,Unknown,Alice,Training,Closed Won,Small,19,5018.97,95360.43,6,Jun,2,Friday,1,5018.97
2023-10-29,West,Frank,Consulting,Closed Lost,Small,15,8117.11,0.0,10,Oct,4,Sunday,0,0.0
2023-08-08,North,Carol,Training,Closed Won,Small,16,1457.8,23324.8,8,Aug,3,Tuesday,1,1457.8
2023-06-06,South,Eva,Training,Closed Lost,Small,9,14602.24,0.0,6,Jun,2,Tuesday,0,0.0
2023-10-19,East,Carol,Hardware,Closed Won,Large,4,5720.87,22883.48,10,Oct,4,Thursday,1,5720.87
2023-11-14,North,Bob,Software Liscense,Closed Lost,Medium,15,7429.08,0.0,11,Nov,4,Tuesday,0,0.0
2023-01-31,North,Alice,Support Package,Closed Lost,Small,12,5651.62,0.0,1,Jan,1,Tuesday,0,0.0
2023-11-09,South,Bob,Software Liscense,Closed Won,Large,3,10396.42,31189.26,11,Nov,4,Thursday,1,10396.42
2023-02-20,East,Bob,Hardware,Closed Won,Small,14,10102.37,141433.18,2,Feb,1,Monday,1,10102.37
2023-04-17,East,Eva,Support Package,Closed Lost,Medium,17,10872.17,0.0,4,Apr,2,Monday,0,0.0
2023-11-17,North,Alice,Training,Closed Won,Large,19,4388.08,83373.52,11,Nov,4,Friday,1,4388.08
2023-04-19,North,Alice,Hardware,Closed Lost,Small,6,5077.19,0.0,4,Apr,2,Wednesday,0,0.0
2023-05-16,South,Henry,Training,Closed Won,Medium,4,2316.14,9264.56,5,May,2,Tuesday,1,2316.14
2023-12-05,South,Alice,Consulting,Closed Won,Small,7,10004.89,70034.23,12,Dec,4,Tuesday,1,10004.89
2023-02-11,East,Alice,Hardware,Closed Lost,Small,19,1077.06,0.0,2,Feb,1,Saturday,0,0.0
2023-03-22,West,Alice,Software License,Closed Lost,Small,17,9166.39,0.0,3,Mar,1,Wednesday,0,0.0
2023-05-03,East,Eva,Hardware,Closed Won,Small,16,13110.59,209769.44,5,May,2,Wednesday,1,13110.59
2023-03-30,North,Carol,Hardware,Closed Lost,Medium,15,13417.07,0.0,3,Mar,1,Thursday,0,0.0
2023-10-10,East,Henry,Consulting,Closed Won,Large,8,7011.05,56088.4,10,Oct,4,Tuesday,1,7011.05
2023-02-08,West,Bob,Support Package,Closed Won,Medium,19,7159.9,136038.1,2,Feb,1,Wednesday,1,7159.9
2023-03-22,South,Alice,Software Liscense,Closed Lost,Large,8,1616.05,0.0,3,Mar,1,Wednesday,0,0.0
2023-01-02,West,Grace,Training,Closed Lost,Medium,18,10226.09,0.0,1,Jan,1,Monday,0,0.0
2023-07-29,West,Carol,Hardware,Closed Lost,Small,16,12408.26,0.0,7,Jul,3,Saturday,0,0.0
2023-08-19,West,Carol,Training,Closed Won,Small,19,4047.5,76902.5,8,Aug,3,Saturday,1,4047.5
2023-12-19,South,Bob,Consulting,Closed Won,Small,10,6608.86,66088.6,12,Dec,4,Tuesday,1,6608.86
2023-11-01,West,Eva,Training,Closed Won,Medium,17,12663.17,215273.89,11,Nov,4,Wednesday,1,12663.17
2023-08-29,West,David,Consulting,Closed Won,Large,13,13218.25,171837.25,8,Aug,3,Tuesday,1,13218.25
2023-05-30,West,David,Training,Closed Won,Small,13,4026.11,52339.43,5,May,2,Tuesday,1,4026.11
2023-01-17,North,Carol,Software Liscense,Closed Lost,Medium,7,8483.27,0.0,1,Jan,1,Tuesday,0,0.0
2023-04-29,West,Frank,Software Liscense,Closed Won,Medium,10,3291.15,32911.5,4,Apr,2,Saturday,1,3291.15
2023-05-28,South,Frank,Software Liscense,Closed Lost,Medium,2,1977.24,0.0,5,May,2,Sunday,0,0.0
2023-12-28,West,Bob,Software Liscense,Closed Lost,Small,4,13711.25,0.0,12,Dec,4,Thursday,0,0.0
2023-05-25,West,David,Software Liscense,Closed Won,Small,6,7411.74,44470.44,5,May,2,Thursday,1,7411.74
2023-12-26,South,Carol,Software Liscense,Closed Lost,Small,18,11520.51,0.0,12,Dec,4,Tuesday,0,0.0
2023-08-21,West,Eva,Consulting,Closed Lost,Small,6,1207.11,0.0,8,Aug,3,Monday,0,0.0
2023-02-06,South,David,Hardware,Closed Won,Small,17,12734.07,216479.19,2,Feb,1,Monday,1,12734.07
2023-12-18,West,Carol,Training,Closed Won,Medium,14,6851.64,95922.96,12,Dec,4,Monday,1,6851.64
2023-04-30,South,Carol,Software Liscense,Closed Won,Small,11,5464.73,60112.03,4,Apr,2,Sunday,1,5464.73
2023-05-16,West,Alice,Consulting,Closed Won,Large,19,8423.91,160054.29,5,May,2,Tuesday,1,8423.91
2023-11-17,West,Eva,Consulting,Closed Lost,Medium,2,1824.62,0.0,11,Nov,4,Friday,0,0.0
2023-10-29,North,Alice,Consulting,Closed Won,Medium,3,11471.37,34414.11,10,Oct,4,Sunday,1,11471.37
2023-12-05,North,Bob,Hardware,Closed Lost,Small,11,8945.31,0.0,12,Dec,4,Tuesday,0,0.0
2023-04-12,West,Alice,Training,Closed Lost,Medium,6,3205.56,0.0,4,Apr,2,Wednesday,0,0.0
2023-08-06,Unknown,Grace,Hardware,Closed Won,Large,14,3229.37,45211.18,8,Aug,3,Sunday,1,3229.37
2023-02-28,East,Alice,Support Package,Closed Lost,Small,19,3171.61,0.0,2,Feb,1,Tuesday,0,0.0
2023-07-17,South,Alice,Software License,Closed Lost,Large,19,9540.83,0.0,7,Jul,3,Monday,0,0.0
2023-06-10,South,Carol,Support Package,Closed Won,Medium,18,7030.08,126541.44,6,Jun,2,Saturday,1,7030.08
